game,agent_0,agent_1,winner,points_j0,points_j1,points_lost_j0,points_lost_j1,hands_played,hands_won_j0,hands_won_j1
854,q_learning,random,J0,30,27,27,30,21,14,7
855,q_learning,random,J1,1,30,30,1,1,1,0
856,q_learning,random,J0,30,26,26,30,24,13,11
857,q_learning,random,J0,30,26,26,30,17,13,4
858,q_learning,random,J0,30,12,12,30,16,11,5
859,q_learning,random,J0,30,24,24,30,22,16,6
860,q_learning,random,J1,4,30,30,4,6,3,3
861,q_learning,random,J0,30,1,1,30,2,1,1
862,q_learning,random,J0,30,16,16,30,23,15,8
863,q_learning,random,J0,30,19,19,30,23,16,7
864,q_learning,random,J0,30,22,22,30,20,14,6
865,q_learning,random,J1,26,30,30,26,27,18,9
866,q_learning,random,J0,30,27,27,30,26,19,7
867,q_learning,random,J1,13,30,30,13,9,6,3
868,q_learning,random,J0,30,24,24,30,22,14,8
869,q_learning,random,J1,6,30,30,6,8,4,4
870,q_learning,random,J0,30,15,15,30,14,11,3
871,q_learning,random,J0,30,19,19,30,21,13,8
872,q_learning,random,J0,30,19,19,30,17,10,7
873,q_learning,random,J0,30,25,25,30,29,20,9
874,q_learning,random,J0,30,13,13,30,16,10,6
875,q_learning,random,J0,30,12,12,30,13,9,4
876,q_learning,random,J0,30,18,18,30,21,14,7
877,q_learning,random,J0,30,7,7,30,4,2,2
878,q_learning,random,J0,30,12,12,30,19,15,4
879,q_learning,random,J0,30,26,26,30,21,10,11
880,q_learning,random,J1,0,30,30,0,0,0,0
881,q_learning,random,J0,30,10,10,30,9,3,6
