game,agent_0,agent_1,winner,points_j0,points_j1,points_lost_j0,points_lost_j1,hands_played,hands_won_j0,hands_won_j1
45,sb3,random,J1,28,30,30,28,18,14,4
46,sb3,random,J1,20,30,30,20,14,10,4
47,sb3,random,J1,25,30,30,25,16,12,4
48,sb3,random,J1,17,30,30,17,14,10,4
49,sb3,random,J0,30,23,23,30,14,9,5
50,sb3,random,J0,30,16,16,30,15,12,3
51,sb3,random,J0,30,21,21,30,14,10,4
52,sb3,random,J1,4,30,30,4,1,1,0
53,sb3,random,J0,30,28,28,30,15,11,4
54,sb3,random,J1,20,30,30,20,11,6,5
55,sb3,random,J0,30,25,25,30,12,8,4
56,sb3,random,J1,24,30,30,24,15,9,6
57,sb3,random,J0,30,29,29,30,18,14,4
58,sb3,random,J0,30,22,22,30,12,11,1
59,sb3,random,J0,30,11,11,30,9,7,2
60,sb3,random,J0,30,22,22,30,13,11,2
61,sb3,random,J0,30,28,28,30,14,8,6
62,sb3,random,J1,18,30,30,18,11,6,5
63,sb3,random,J1,6,30,30,6,4,4,0
64,sb3,random,J1,19,30,30,19,13,8,5
65,sb3,random,J0,30,21,21,30,17,12,5
66,sb3,random,J0,30,22,22,30,15,11,4
67,sb3,random,J0,30,26,26,30,14,10,4
68,sb3,random,J1,1,30,30,1,1,1,0
69,sb3,random,J1,27,30,30,27,15,9,6
70,sb3,random,J0,30,23,23,30,12,10,2
71,sb3,random,J1,20,30,30,20,15,9,6
72,sb3,random,J1,24,30,30,24,15,12,3
73,sb3,random,J1,3,30,30,3,2,2,0
74,sb3,random,J1,18,30,30,18,17,12,5
75,sb3,random,J0,30,29,29,30,16,14,2
76,sb3,random,J1,26,30,30,26,16,11,5
77,sb3,random,J1,19,30,30,19,11,7,4
78,sb3,random,J0,30,8,8,30,7,7,0
79,sb3,random,J0,30,20,20,30,15,12,3
80,sb3,random,J0,30,24,24,30,15,12,3
81,sb3,random,J1,22,30,30,22,15,10,5
82,sb3,random,J1,20,30,30,20,15,13,2
83,sb3,random,J1,15,30,30,15,13,7,6
84,sb3,random,J0,30,20,20,30,15,11,4
85,sb3,random,J0,30,16,16,30,12,12,0
86,sb3,random,J1,9,30,30,9,10,5,5
87,sb3,random,J1,24,30,30,24,14,11,3
88,sb3,random,J1,28,30,30,28,15,11,4
89,sb3,random,J1,23,30,30,23,14,8,6
90,sb3,random,J1,23,30,30,23,17,9,8
91,sb3,random,J1,27,30,30,27,13,9,4
92,sb3,random,J1,25,30,30,25,13,11,2
93,sb3,random,J1,27,30,30,27,14,9,5
94,sb3,random,J1,29,30,30,29,13,8,5
95,sb3,random,J0,30,24,24,30,16,11,5
96,sb3,random,J0,30,28,28,30,17,13,4
97,sb3,random,J1,15,30,30,15,12,7,5
98,sb3,random,J1,25,30,30,25,15,13,2
99,sb3,random,J0,30,18,18,30,13,9,4
100,sb3,random,J0,30,27,27,30,13,10,3
101,sb3,random,J0,30,15,15,30,16,13,3
102,sb3,random,J1,24,30,30,24,12,10,2
