game,agent_0,agent_1,winner,points_j0,points_j1,points_lost_j0,points_lost_j1,hands_played,hands_won_j0,hands_won_j1
796,rational,sb3,J1,26,30,30,26,21,9,12
797,rational,sb3,J1,28,30,30,28,19,11,8
798,rational,sb3,J0,30,15,15,30,15,10,5
799,rational,sb3,J1,15,30,30,15,14,4,10
800,rational,sb3,J1,27,30,30,27,20,10,10
801,rational,sb3,J1,24,30,30,24,20,7,13
802,rational,sb3,J1,18,30,30,18,19,10,9
803,rational,sb3,J1,25,30,30,25,21,13,8
804,rational,sb3,J1,20,30,30,20,18,7,11
805,rational,sb3,J1,27,30,30,27,21,12,9
806,rational,sb3,J1,23,30,30,23,21,10,11
807,rational,sb3,J1,23,30,30,23,21,8,13
808,rational,sb3,J0,30,26,26,30,21,10,11
809,rational,sb3,J0,30,24,24,30,16,9,7
810,rational,sb3,J0,30,24,24,30,22,15,7
811,rational,sb3,J0,30,21,21,30,17,11,6
812,rational,sb3,J1,25,30,30,25,21,10,11
813,rational,sb3,J0,30,28,28,30,21,11,10
814,rational,sb3,J0,30,16,16,30,16,10,6
815,rational,sb3,J0,30,26,26,30,19,11,8
816,rational,sb3,J0,30,25,25,30,21,14,7
817,rational,sb3,J1,27,30,30,27,22,13,9
818,rational,sb3,J0,30,29,29,30,22,13,9
819,rational,sb3,J1,14,30,30,14,16,5,11
820,rational,sb3,J0,30,20,20,30,16,10,6
821,rational,sb3,J1,26,30,30,26,22,12,10
822,rational,sb3,J1,18,30,30,18,17,8,9
823,rational,sb3,J0,30,22,22,30,20,10,10
824,rational,sb3,J0,30,24,24,30,19,9,10
825,rational,sb3,J1,28,30,30,28,21,11,10
826,rational,sb3,J0,30,23,23,30,18,11,7
827,rational,sb3,J1,27,30,30,27,21,12,9
828,rational,sb3,J1,20,30,30,20,19,6,13
829,rational,sb3,J1,24,30,30,24,20,8,12
830,rational,sb3,J0,30,17,17,30,17,12,5
831,rational,sb3,J0,30,21,21,30,16,7,9
832,rational,sb3,J1,28,30,30,28,19,7,12
833,rational,sb3,J0,30,22,22,30,19,11,8
834,rational,sb3,J1,20,30,30,20,20,8,12
835,rational,sb3,J0,30,27,27,30,20,7,13
836,rational,sb3,J0,30,29,29,30,20,12,8
837,rational,sb3,J0,30,12,12,30,15,12,3
838,rational,sb3,J1,23,30,30,23,20,9,11
839,rational,sb3,J1,24,30,30,24,19,8,11
840,rational,sb3,J0,30,29,29,30,20,10,10
841,rational,sb3,J0,30,27,27,30,19,10,9
842,rational,sb3,J0,30,13,13,30,14,8,6
843,rational,sb3,J1,22,30,30,22,19,9,10
844,rational,sb3,J1,23,30,30,23,19,9,10
845,rational,sb3,J0,30,9,9,30,9,7,2
846,rational,sb3,J1,24,30,30,24,22,11,11
847,rational,sb3,J0,30,20,20,30,18,11,7
848,rational,sb3,J0,30,7,7,30,9,7,2
849,rational,sb3,J1,21,30,30,21,19,9,10
850,rational,sb3,J0,30,28,28,30,20,12,8
851,rational,sb3,J1,23,30,30,23,20,9,11
852,rational,sb3,J0,30,29,29,30,21,8,13
853,rational,sb3,J1,28,30,30,28,20,11,9
854,rational,sb3,J1,22,30,30,22,18,8,10
855,rational,sb3,J0,30,18,18,30,17,11,6
856,rational,sb3,J0,30,20,20,30,16,8,8
857,rational,sb3,J1,13,30,30,13,17,4,13
858,rational,sb3,J0,30,25,25,30,19,12,7
859,rational,sb3,J0,30,0,0,30,0,0,0
860,rational,sb3,J1,21,30,30,21,18,9,9
861,rational,sb3,J1,23,30,30,23,20,10,10
862,rational,sb3,J1,23,30,30,23,18,8,10
863,rational,sb3,J0,30,26,26,30,19,11,8
864,rational,sb3,J1,23,30,30,23,18,6,12
865,rational,sb3,J1,20,30,30,20,18,6,12
866,rational,sb3,J0,30,24,24,30,20,12,8
867,rational,sb3,J0,30,19,19,30,17,12,5
868,rational,sb3,J1,16,30,30,16,18,8,10
869,rational,sb3,J1,25,30,30,25,20,10,10
870,rational,sb3,J1,26,30,30,26,22,9,13
871,rational,sb3,J0,30,28,28,30,23,15,8
872,rational,sb3,J0,30,24,24,30,18,8,10
873,rational,sb3,J1,20,30,30,20,20,9,11
874,rational,sb3,J0,30,29,29,30,21,10,11
875,rational,sb3,J0,30,28,28,30,20,9,11
876,rational,sb3,J1,19,30,30,19,17,8,9
877,rational,sb3,J1,28,30,30,28,22,10,12
878,rational,sb3,J1,24,30,30,24,21,9,12
879,rational,sb3,J0,30,22,22,30,21,15,6
880,rational,sb3,J0,30,15,15,30,12,7,5
