game,agent_0,agent_1,winner,points_j0,points_j1,points_lost_j0,points_lost_j1,hands_played,hands_won_j0,hands_won_j1
379,rational,random,J1,2,30,30,2,1,0,1
380,rational,random,J0,30,10,10,30,16,13,3
381,rational,random,J0,30,8,8,30,19,14,5
382,rational,random,J0,30,8,8,30,11,7,4
383,rational,random,J0,30,1,1,30,3,3,0
384,rational,random,J0,30,5,5,30,17,15,2
385,rational,random,J0,30,26,26,30,23,18,5
386,rational,random,J0,30,7,7,30,19,15,4
387,rational,random,J0,30,17,17,30,24,19,5
388,rational,random,J0,30,8,8,30,12,10,2
389,rational,random,J0,30,7,7,30,11,10,1
390,rational,random,J0,30,6,6,30,6,6,0
391,rational,random,J1,17,30,30,17,7,6,1
392,rational,random,J0,30,3,3,30,4,3,1
393,rational,random,J0,30,2,2,30,11,11,0
394,rational,random,J1,9,30,30,9,10,7,3
395,rational,random,J0,30,24,24,30,17,14,3
396,rational,random,J0,30,0,0,30,0,0,0
397,rational,random,J0,30,0,0,30,0,0,0
398,rational,random,J0,30,5,5,30,12,11,1
399,rational,random,J0,30,7,7,30,13,11,2
400,rational,random,J0,30,14,14,30,15,11,4
401,rational,random,J0,30,5,5,30,9,9,0
402,rational,random,J0,30,1,1,30,5,5,0
403,rational,random,J0,30,4,4,30,4,3,1
404,rational,random,J0,30,1,1,30,2,2,0
